tweets,label
@TekeEfe Vish... foda que tá em hiato :( será pq é por causa daquele role dos impostos ou pq quis parar msm?,0
Porque eu não nasci dançarina da Anitta? :(,0
que saudade :( https://t.co/Qa8YDOiL4x,0
#DiaDoTrabalhoEeu só quero um emprego :(,0
@corinthwans Ele n responde e nem atende? :(,0
indo dormi pq diferente do belchior eu acordo amanha :(,0
o ruim de dormir com alguém é que na próxima noite tu tem que dormir só e fica triste :(,0
Essa musica :( https://t.co/puvpGXELT9,0
"pra mim de certa forma tirou um pouco da beleza da série
 eu to em choque até agora :(

mas a série é foda",0
#DiaDoTrabalhoEeu infelizmente ainda não trabalho :(,0
"@devillartina A netflix cagou na divulgação dessa série maravilhosa, Dear White People merece ser exaltada :( super… https://t.co/UER9MyulfU",0
@calameyounan amiga e serio :(,0
"eu não sei se sou burro (sim) ou se não sei mexer no Calibri (também), mas os .epub que converto pra .mobi ficam sempre um cu no kindle :(",0
"@hiuryhack não kkkkkkkkkkkkk :( tava no bolso, e eles não tavam armados, eram dois merdinha, só entreguei pq achei q tinham arma",0
"eu tb chorei mas eu chorei pq lembrei da mer, zola e do bailey :( https://t.co/0VqoDRMEcP",0
Hj cantei lancinho - turma do pagode e lembrei de minha bb @mallusg_ sdd :(,0
o cachorro da vizinha n para de latir :(,0
@LyliCrazy @ZatannaMurdock hauahua pior que as melhores ou são gordurosas ou tem muito sal/açúcar :(,0
Vontade de ir na vaca loca mas acho q não vai dar :(,0
Desejando ardentemente uma pizza. :(,0
Insonia nãoooo :( #querodormi,0
@bru_baeta bostinha nao :(. assim vc me magoa,0
#NovaFotoDoPerfil que sdd do meu cabo assim :( https://t.co/Os8Ep0SGue,0
Me da hasta pena que se acabe :(,0
@leoalvess1990 pois é... foi triste mesmo :(,0
Segundo and do iff eu nem tenho mais mesada ksksjejskkdje :(,0
Não foi dessa vez. :( https://t.co/iBQGCQzQv8,0
@ramoslucas__ Vou a falência desse jeito :(,0
@daanielcz Tudo bem :(,0
curti mt açai queria mais :(,0
o troye é tão lindo meu bebezinho :(,0
@LucasGMorales vai se FUDE :(,0
"@ryckmene vish :(
melhoras pra vc",0
"conversar por fotos no wpp é mo legal, pena q eu não tenho memória :(",0
"minha mãe fala vamos ""madrugar hoje"" e a primeira coisa que ela faz e dormir af :(",0
Camille foi dormir pq eu dormi :(,0
@LonePlayer_ Kkkkkkk já vi que vai sobrar tudo pra mim pq eu sou mais velha :(,0
@VictoriaSaave16 que te zuzede? :(,0
Preciso de um colar de pedra p todos q eu tinha arrebentou :(,0
Meus vizinhos fazendo festa e eu doente em casa :(,0
"O verdadeiro significado da palavra saudade :(
 #MTVINSTAGLJUSTIN #PREMIOSMTVMIAW https://t.co/5y9WIEAc4T",0
Queria assistir death note de novo mas vou entrar em semana de prova :(,0
Tô esperando :(,0
Uma simples frase já basta :(,0
@shaymitchell125 também não :(,0
"Tava comprando na oakley aí olhei pro lado o mc don juan experimentando um tênis, ele nem pediu pra tirar foto comigo :(",0
@encantaluan parece que é difícil só para mim :(,0
faria qualquer coisa pra não precisar dormi sozinha hoje :(,0
"@sillva_mac nossa, filho da puta :(",0
@fa_ssa pior é esse filme da globo;;;;:(!,0
O que eu faço essa hora por aqui ? :(,0
Tô louca de saudade do meu pacotinho que foi pra praia :(,0
To passando mal :(,0
Claramente triste neste feriado :(,0
@PaoloDaniel obrigada to precisano :(,0
tô passando mal :(,0
a rhi é a melhor pessoa do mundo :( ela é tão preciosa e eu amo conversar com ela.. ela é um anjinho e eu já quero abraçar ela de novo,0
eu quero fixar isso aa mas não sei como :( https://t.co/IF38PHxgar,0
@thfosterz n meu mel n vai vamo cvs :(,0
"Amanhã faz um mês que vi meu bebê, inferno de saudade :(",0
"@Hangulptbr AH SIM KKKKKKKKKKKK desculpakkkkkjkk aiai vou traduzir simm, so n vou conseguir fazer em doc pq to sem meu pc :( tem problema??",0
acabei de ver o 6x22 de 2 broke girls e eu acho que a 6ª temporada será a última :(,0
ver o q dele ter me acordado :(,0
esses corpos magrinhos q vcs tem :( queria ter,0
"@thedycorrea @cruzeirorsreal não sei quem coloca tuas musicas no youtube, mas queria tanto o disco do lupicinio lá :(",0
nunca beijei ela :( https://t.co/C6rZbf8VmR,0
"não vejo meu pai desde janeiro, super saudades :(",0
@DECEMBER12_2000 chorei :(,0
preciso carregador iphone urgente alguém ??? :(,0
odeio quando vc some e me deixa sozinho :(,0
"Q frio é esse, queria minha costelinha :(",0
@Daniell06845217 realmente :(,0
"Segunda feira é feriado e não faço a mínima idéia do que fazer, o Carlos passou a semana dormindo aqui em casa :( teve que ir embora",0
@MagoYajan Contestame dm :(,0
N devia ter mandado nada :(,0
era gravado no cinema :( acho que vou ter que esperar mais,0
dispiei... só essa praiana agr pra por a cabeça no lugar...:(,0
so queria me sentir especial e único :(,0
@ehnoiskk e eu não tenho foto pra postar cntg dnv :(,0
"tudo bem bia1, já estou acostumada com vácuos :(",0
não sei mas ele não gosta de kpop :( https://t.co/dwATddD48N,0
@NicooLampasona Mentira :(,0
Minha cadela não para de latir :( porra,0
vou cobrar um cliente que até agora não me pagou e não pegou as fotos dele desde o começo de março. Me desejem sorte :(,0
@LoveBitch99 queria :(,0
"me deu vontade de assaltar geladeira agora, pena que a cozinha é lá fora :(",0
@_nicolemuniz Me busquem :(,0
Só acho q vou passar mais uma noite sem dormir... Pelo jeito nem meu sono me quer mais... :( kkkk,0
Eu sem neosoro não sou nada :(,0
@byunobody AWWWWWWWW EU QUERO UM DOGUINHOOO AQUI. A MINJA MORA LONGE :( OLHA ELA https://t.co/GlwWFORzxm,0
Ultimamente quero fazer oq tinha feito há um tempo atrás :(,0
"To triste manos. Vou pra MSI nos dias 10,11,12. Queria a RED jogando :( Mas vamos vamos dar um show na torcida. AQUI EH BR! Japoru.. brinks",0
"@PH7zz nossa, sem coração :(",0
@mlmgx besitos - ptv :(,0
ja vai fazer dois anos que eu abracei o ian :( que saudadeeee,0
"Quando acaba esses eventos assim, ou quando é dia da Katya viajar eu penso ""vou no snap ver se o Jason postou algo"" daí me lembro :(",0
dá até um calorzinho no coração e tristeza de saber q a netflix vai tirar isso :( https://t.co/nlisFDIWmY,0
"@Gui0marcos q inveja, infelizmente n tenho tomada perto da cama :(",0
"Alguém me dar um tiro, eu furei a orelha mas acho q me arrependi do lado  :(",0
n  queria estar mal agora :(,0
tadinha do meu bebê callie :(,0
tô com vontade de comer ovo cozido :(,0
pq n responde minhas perguntas??? aaaa :( — Estou respondendo todas px rs https://t.co/T29jht3sFZ,0
@Riyuuka_ Oq aconteceu? :(,0
"@tekvixx meus dois utts, eu fico só lágrimas mesmo :( mais lindinho ainda é quando junta o sandeul, essa 92 line é mto maravilhosa",0
ela perdeu o filho :(,0
mas a câmera para nele por milésimos aaaa nem dá pra apreciar ele direito :(,0
"@rondalamuerte eh?? que onda, que sucedio? :(",0
Tu não vai querer teu filho nessa dividindo com você o mínimo espaço de cela :(,0
bar :( : 14b7ab67-df23-48b8-be11-31d0dadb6edc,0
alguém da comida p todos os meus filhos :(,0
"@crfdaiana não sei ainda, quase certeza que não :(",0
eu imploro pra ser otario mas eu não quero ser :(,0
Tô tão triste pq minha imagem de Aparecida quebrou :( preciso muito de uma pra o momento de hoje,0
de repente me bateu uma saudade do caralho do início de 2013... :(,0
@felipemou2 tbm to :(,0
"@aluuhdantas Amor eu não tenho mais :( manda uma lá, saudades sério",0
Eu não posso ver ngm a chorar que tbm choro :(,0
Me dio gripe. :(,0
"@Imfuckerhell Aw, cê sabe que também é, né? :(",0
Friozinho baum pra tá abraçadinho com o mozão :(,0
ta péssimo ficar sem whats :(,0
bar :-( : 30029ac9-02be-4cd0-b910-927148c0cf62,0
@BrunaSeb bru onde tu pega os vídeos?  preciso de um a estou prucando a dias :(,0
@ODonoghueBrasil Pena q não vende aqui no Brasil :(,0
"Primeiro camiseta de qualquer esporte americano que comprei foi justamente dele, porém os chineses filhos da puta não me entregaram.. :(",0
patada vaginal :(,0
quebrei outro fone minha vida ta arruinada :(,0
"@O95VLION Só fica um pouco comigo, eu não quero ficar sozinho :(",0
Poxa queria estar com meus amigos :(,0
@douglp_ Não lembro o twitter dela :(,0
@feathalren assim não adianta né nana :(,0
Mas queria estar com a bff :(,0
Ele é tão cheiroso e bonito :(,0
@hesngreen poxa de novo isso :( pfvr deixa ela fazer as manips dela ela faz de coração sabe ;;,0
aaa meu lindo :( https://t.co/HJrhyBn3Br,0
Eu to chorando agarrado nas minhas planilhas :(,0
"minha cabeça tá pulsando muito, parece que vai explodir :(",0
@Hangulptbr eu quero tanto dormir mas preciso fazer perguntinhas :(,0
@cbelloart vamos mudar isso :(,0
o que dói mesmo é ver o jimin que é muito mais baixo que o taehyung pesando mais que ele :( https://t.co/Bk1APC2zF8,0
Noooo Bunbury pq :(,0
"@heygeezer poxa, você quer me deixar mais triste né :(",0
"@barb3ear Aí meu deus no céu, eu amo vc SIMMM :(",0
"@bucetalan não fica assim Bel :( eu sei que é difícil, mas ele é só mais um, logo vc conhece outro que vai te fazer bem",0
bar :( : d32fac6e-d96e-41a7-9f8e-14db3797a090,0
@_baekaralho KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKnão vou mentir meu coração até parou quase chorei odeio que me xinguem :(,0
Acordei eram 6 e meia :(,0
...mal começou a partida e lá vem os filinhos de papai que podem comprar pack de armas apelonas me matando &gt;:( grrr… https://t.co/d2T54d3LQK,0
"Só queria ouvir um ""Vai ficar tudo bem"" :(",0
eu te amo tanto mas tanto :( https://t.co/TIieRfMHfv,0
Você toca violão? Se eu escolher uma musica vc toca... — não sei tocar :( mas qual seria a música?  https://t.co/c8toWRNkgp,0
so um chamego agr :(,0
@tvdourheart uhum :(,0
@drawstriangles berro eu vi esses dias tbm kk eu gostei ate mas só os ultimos eps. a 6a parece q ta bem boa mas to sem tempo :(,0
n consigo dormir :(,0
@atereziha Quero um amadoo :(,0
antes tava essa :( https://t.co/MFrZQ1GtDH,0
queria pra mim :( https://t.co/S3rucsN6C2,0
@savethekingmj ela é sim :(,0
Vou ver The Big Bang Theory pra ver se me desestresso porque do nada fiquei pilhada com a proximidade da 2ª fase da OAB :(,0
@lalisayeon amiga essa foto nossa ta a mais linda de todas :(,0
her não tem nenhum videozinho :(,0
aaaa que saudade :( https://t.co/BPplJowEYd,0
"@porraryanross desculpa, eu gostei tava só brincando :(",0
"SIMMMMM!!!!! Todo mundo de casalzinho e eu e a Capitão segurando vela, nossa :( https://t.co/pS6RcXg5j6",0
"As vezes esqueço, não sou hidratada :( https://t.co/84xA34s0gt",0
Eu queria tanto q essa performance tivesse sido exibida pela nick :(,0
@R0IV_OW dimelo a mi... :(,0
@ohptbaza porque não meteste a foto na sanita? :(,0
"quando o mozão erra o nome da música do seu anime preferido

(:(",0
34. quando a minha avó morreu :(,0
"@_kaauana_ Era som de carro, nem to ouvindo mais :(",0
oppa abal :( https://t.co/RZPkvERIyS,0
"ainda é melhor do que muita série por aí, mas nem se compara mais ao drama que era nas primeiras seasons :(",0
@_giomc Então era ruim :( pensei q era loco de massa,0
eu te amo :( https://t.co/H7ge1F88IE,0
gwnte  eu amo  o inseong semais  :(,0
"Tive q voltar cedo do pagode, Leli tava malzinha :(",0
Po n queria q acabasse o assunto :(,0
Preciso de um nariz novo pq essa alergia tá acabando com meu nariz :(,0
@renatova_ não consigo dormir não :(,0
queria ☆ na tradição com a Fernanda :(,0
"@launcastro Manda um aí p mim, to com fome :(",0
@_himarina poxa :( espero que o sono seja proveitoso pra acordar bem amanhã,0
@winymachado obg pela dica. :(,0
amanhã é meu ultimo dia mesmo? a :(,0
te acho gato — sorry :( https://t.co/6RbYxCNj7A,0
"@lsoneshawn acontece mt isso :( infelizmente!!!! eu pretendo ir embora aqui com uma amiga de anos, é cidade vizinha… https://t.co/db9m5f5Vzx",0
prendi e arrancou pelinha da minha mão :(,0
"vejo a abertura de skins e já fico todo mal, q sdd :(",0
"caíram vários cílios já, mas o bom do fio a fio é que nem parece!é muito mais difícil do que parece não coçar o olho :(",0
:( quero esquecer... essas coisas pequenas machucam e muito.,0
quebraram várias unhas também. tive que cortar as outras :(,0
a garota cantada foi a irmã da Camila podia ter sido a Jade :(,0
alguem me ensina colocar fotos aqui kkkk eu nao tenho o app so mecho pelo site  e nao sei posta fotos :-(  .. alguem me ensina kkk,0
"@GuneOficial eu estava, só que acordei do nada e agora não consigo voltar :(",0
"Os Correios daqui vão fechar (se é que ja não fecharam) 

Justo agora que eu ia comprar algo pra mandar pro guaxinim :(",0
nathalia sumiu e eu estou tão preocupada também :(,0
"@hysterialien calma,vamo esperar eu receber HSUSHS pq não tenho nem pra condução direito :(",0
não tenho header pra esse icon :( https://t.co/Wt0R5WUqQf,0
"@lsoneshawn gente do céu, sério??? :( você tá bem?",0
@morilinho @porrakinhas Infelizmente o melhor 00 da ilha :(,0
"eu sou tão legal, pq ngm conversa comigo? :(",0
Camila ainda não ficou on :(,0
alguém trás o shakal de volta :(,0
"maluma é maravilhoso demais :( um ser com uma voz tão linda, umas musicas tão ótimas, uma beleza tão surreal, uma simpatia tão grande",0
tem uma @ ~famosa~ aqui que meu sonho era que não namorasse :(,0
morro de amores nas cenas do derek com a zola ele eh o melhor pai do mundo :(,0
Gente dsclp ter quase morrido :(,0
@beasmazing_ Nois nem fez nada :( nois somos as vítimas nessa história,0
Eu to tao triste que Belchior morreu :(,0
@cigarret__ poxa vida! :(,0
@Llomaaa Como eu queria que isso fosse verdade :(,0
Só queria o wpp pra poder falar direitinho com as pessoas :(,0
bar :( : a0466464-ec1e-43e8-a028-65c7769c8f6f,0
bar :-( : 2c3da0cf-9d1b-460e-a6fe-cd6a6a439678,0
"não aguento mais essa cidade. viajar nem é mais a solução, quero me mudar mesmo :(",0
@Juuliana_Goes Tu n deveria ter se matado :(,0
Ontem vi uma sandália na Netshoes mas nao quis comprar. Decidi fazer o pedido agora e ACABOU! Tomar no cu! :(,0
se balofinho n aparecer já era :(,0
"Queria tá dormindo, porém a minha alergia não deixa :(",0
Pior sensação :( https://t.co/fPUGWSHc3L,0
só faltou o Márcio :(,0
Quero tanto achar alguém que preste mais ta fd hj em dia parça.. :(,0
@zeestfully Para de me fazer cócegas :(,0
"Quero muuuuito dormi, mas não consigo :(",0
E apaaan :( https://t.co/WLKlaDeZKb,0
@bangvkth Gada aer :(,0
@OiDikan @TutsTutz Bem que eu queria :( Mas preciso terminar isso https://t.co/NsNP4zlZnG,0
@00KlTTY Tá resfriada/gripada também ou..? :(,0
Quero umas sapatilhas da Gucci :(,0
Implorei por 1 foto com ela mais aqueles fotógrafos não deixaram :(,0
Aí eu perco o sono e a pessoa vai dormir :( https://t.co/anSRD34ufS,0
não sei porq fui sonhar logo c isso :( bateu mo bad,0
@rosseto_felipe fez falta :(,0
Verdadeiramente triste por nao poder mais pagar o salão que costumava ir :(,0
"afffff, queria tantoooooo aaaaaaaaaa :(",0
@tiruguerreira pior sensação :(,0
@Lucassantuss Meus sentimentos :(,0
@emiliaacardoso Ei cadê vc :(,0
@jeany_andrade2 Nao consigo kkk :(,0
@Danielabd_ Bonatooo :(,0
@blue_pcae meu sonho estar loca loca real kjkkjjkkk mas to loca de fome :(,0
eu amo as quiança tudo :(,0
"5:31 e eu acordada achando que tenho que ir trabalhar, que pesadelo :(",0
tinham d por o piruka na quarta :( https://t.co/kId8oDMRl3,0
"meu primo teve que ir comigo, pq eu não podia sair sozinha de casa :(",0
"eu queria poder pegar esses cachorrinhos mas aqui ja tem 3, não ia dar certo e meus pais não iriam deixar :(",0
@kwonshik15 @FC_Roa97 Istigosoh :(,0
bar :-( : 7e6b7624-b84e-45fb-904b-6a3065defae9,0
Que sonho do caralho agr no final fds qr dormir p continuar :(,0
@YoIntegrador última??? Oh myyy :(,0
pesadelo é uma droga :(,0
@AstroAlteraane Mais pq :(,0
@maryyrodrigues Poxa Meus sentimentos :(,0
Noticia hoje em dia tudo mesma coisa só aumenta a crise :(,0
@Tridiox @Azilysgames @KangouRo1 @Eptic_CR @NiamorCR @Aziliaa13 @Redemption_CR @SiiKz_ 2 tornades :(,0
to tremendo de frio que nem o william consegue me esquentar :(,0
queria muito dormir :(,0
Daqui a pouco ta clareando e eu ainda não consegui dormir :(,0
@medo_b obrigada :-(,0
@p_arineu Tenho saudades tuas papá :(,0
Último fds sozinha em casa = último fds do lindo dormindo cmg :(,0
o a mi :( https://t.co/OudTwWfkoj,0
"Espero que as coisas melhorem, que a mesmice acabe,que o enjou passe,que as novidades venham.... :(",0
"tou bué needy, qr beijinhos e miminhos :(",0
"Saldo da noite: feliz afu pr um role massa, vontade de me enfiar num buraco de tanta vergonha por certas coisas e sdds de dormir abraçada :(",0
@Ann4mi Acertou kkkkkk sou mesmo :(,0
@patryanabraham Au q na :-(,0
"Awnt :(
Eu também te amo muito https://t.co/TbdRZUxqGD",0
bar :-( : 359c815e-75f8-4060-8486-66e4c524a54e,0
@brunoclash_ BRUNO COLA AQUI EM PORTUGAL :(,0
e tô triste pq meus nego vão mudar p Anápolis :(,0
Chego estar entrando em casa antes das 6 :(,0
Preciso do meu móvel :(,0
@eureclamo12 Meu casal :(,0
@XIYEONLYS duem :(,0
raissa foi dormir e me deixou agr to sozinho :(,0
Acabou-se a gratuidade :-( https://t.co/gwNK99Cj1h,0
É muito ruim ser tratado como um qualquer. :(,0
@tommolunars já tá se cuidando? :(,0
"N deu certo 
Kit ant pt falhou :( https://t.co/3fPklPrNob",0
"Ohayou! Bom dia, amigos. Outra Segunda... :-(",0
"foi muito triste deixar @biazicb na cama, quentinha, dormindinha aff :(",0
"@tommolunars então se cuida :( toma algum remedinho, nem que seja caseiro!!",0
Taquarinha não é mais a mesma coisa :(,0
a situação está precária miga :( https://t.co/P3zV2LLvnF,0
Qual o motivo de acordar as 5h30 da manhã num feriado? :(,0
To morrendo de sono mas nao consigo dormir :(,0
Muié desmaiou e eu to aqui insone :(,0
@_csbdc amor :(,0
qr a cata ao pé d mim :(,0
Aslhey :(,0
Ido tama na :(,0
bar :-( : 1058884f-e923-4e15-9ab2-b186393d0dc4,0
To sozinha :(,0
"@89JSUK_ Sérioo? Ai meu deus, espero que você consiga arrumar logo :(
EU COMPREI UM PS4 ESSE FIM DE SEMANA AAA",0
bom dia :(,0
"@DieuVenin Hm, eu até deixaria você provar um pouquinho, mas conheço alguém que não aprovaria muito isso. :(",0
@restart volta mano por favor EU SEI QUE ASSIM TALVEZ SEJA MELHOR MAS NAO ESPERO VER VOCE VOLTAR :(,0
bar :( : d82a7e35-7a27-49bc-a91a-fb040aaf2ac2,0
"@6109WY Awn. :(
É que fazia tempo que alguém não me lembrava disso.
Por isso eu agradeço.
Você também é muito importante pra mim.",0
bar :-( : 980f6670-d24b-4d9d-b8e4-14e28f14101f,0
"@starsdnec O problema é que só tenho a calzedonia perto de casa, não tenho primark nenhuma :(",0
@6109WY Me sinto exatamente assim com você :(,0
"Bom dia pra quem vai ficar dormindo no friozinho, pra tem que ir trabalhar só dia mesmo :(",0
@Instantcrusher Eu nau :(,0
@ManalAdilism Acha :(,0
Em vez de melhorar so estou piorando :(,0
AMANHÃ TENHO DE ACORDAR CEDO MAS QUERIA VER O MET GALA :(,0
eu não sou rato &gt;:( https://t.co/iKT1A7lXvg,0
@starsdnec Vou fazer de tudo para estar juntas de sábado a oito :( ODEIO SIM ISTO É UMA MERDA JURO-TE,0
O retrato do Brasil! :( https://t.co/K09dU95L0B,0
@ifavselena queria um menino :(,0
@JayAndreas sksksksks :(,0
"Tomara q o belo tenha me colocado no msm ônibus que o Mozaum, se n, onde é que eu vou dormir??? :(",0
"Hoje foi minha pior noite de sono, nunca passei tanto mal na minha vida. :(",0
@hrshumjr JSNFJDJCKFK as músicas deles são tão importantes :( começa a acompanhar que você vai amaaar!!! DE FELICIDADE SIM SJDJDKDK &lt;3,0
Eu gosto imenso desta gaja @souamartaaa :(,0
@tiagograca29 Eu a espera de um 6 e 13 também :(  mas obrigadao faço teus números meus também!,0
Pior parte de fazer cursinho é ter aula nos feriados :( não seu lidar,0
@starsdnec E vamos estar tu vais ver :( OLJA SE@PRE TENS A MERDA DO FORUM AO PÉ DE TU,0
pior merda que faço todo dia :( https://t.co/7tek7NSlZB,0
@carolxicilina Os crushs não usam twitter :( estaria eu escolhendo os crushs errados?,0
nem tenho Gata :(,0
Porque não consigo mudar o ava ? :(,0
"#DiaDoTrabalhoEeu imaginando o trabalhador negociando ""de igual p/igual"" c/ o patrão.. :-( https://t.co/s7RzEoyQGW",0
@kimijiwon perdoa por n ter visto antes eh q eu n abro a tl dai so vi o unfollow msm :(,0
alguem divide spotigy premim comg pf :(,0
#DiaDoTrabalhoEeu estou trabalhando ashuahsuahsus :(,0
@EriickCordovaa Mentira :(,0
"Abril vai deixar sdd :( ""Finalmente Maio""",0
Qual é a comida que você mais gosta de comer quando está triste? — Muita coisa _-:( kkk https://t.co/AoL6mkhiW8,0
Bom dia pra quem mais tossiu do que dormiu :(,0
"@AdilsonFarias12 Tô aqqqq, cadê você? eu volto e tu some :(",0
@DeFactoFaleci Eu tou com uma nodoa negra :(,0
Aai que foooooooome :(,0
@hmyrps Dimela :(,0
"Acabei de ter paralisia do sonooooo, que horrível :(",0
@THEPORNPRINT um absurdo não ter uma mixtape dela lá :(,0
Eu só queria um cabelo assim :( https://t.co/8kmPlQzrjc,0
@NurhanKaram @rahmsalama Bzbt kda lel asaf :(,0
Assim eu tenho que estudar hj pq ? :(,0
meu amor :( https://t.co/YH80he8Ulz,0
Mozão saiu ontem sem mim :(,0
"Eu veio ler os comentários e levo com spoiler
:( kjgfdssgghgssdghh https://t.co/w3bvrpljCP",0
bora lá :( https://t.co/D6usibBnDl,0
"to mal, n aguento fica assim n :(",0
to cansado de me sentir uma pessoa ruim :(,0
eu sempre acabo voltando p essa conta k k k k :(,0
somente uma :( https://t.co/rjjeQNouZn,0
queres vir estudar comigo? — Vou para o Porto :( https://t.co/xKyIzZw7p2,0
Qnd vens bulir e acabas sem fzr nada pq a machine estragou-se n sai a batata p fora :(,0
so sonho ruim :(,0
"@rebecadscosta Pow, to vendo essas msgs mt atrasadas hahaha :(",0
Mas num posso beber água :(,0
joaozin não queria manda sarrada e não danço comigo :(,0
"hoje tem alfa e não vou, que coisa triste :(",0
@fredsilva06 Eu faço anos em maio :(,0
@CanellaMatheus Ele só queria fazer o desafio da canela :(,0
"É engraçado pq temos a mesma idade e fazemos o mesmo curso lá na ucam, só q ele faz de manhã e eu à noite :(",0
@494CHW Me dá um!!!! :(,0
k umasa :(,0
já n vejo a minha série à 2 dias :(,0
Não me apetece sair da cama :(,0
@itsxjongin vale no me pegue :(,0
@_joannasantana tambem :( kkkk,0
tenho de ir criar coreografias para as mais novas :(,0
@oh_fodasse Mesmo :(,0
@asusbr eu quero registrar a péssima experiência que vocês me proporcionam ao utilizar celular Zenfone selfie. Ao digitar tudo vibra. :-(,0
bar :( : d81a2e5e-0479-4a58-82c5-78a97f24aa2c,0
sim eu dou nomes ás minhas borbulhas :(,0
bar :-( : 5b92a336-43de-493d-9859-08e3c88df630,0
quero meu amigo do sonho :(,0
"Feriado amanhecendo no UPA, Emergência com o  Leãozinho. :-( (@ UPA Rocinha in Rio de Janeiro) https://t.co/eC9hDrpKYW",0
"Fiquei com a janela aberta à noite toda esperando o Raul voltar, passei frio e ele não voltou :(",0
quero ficar bem bêbada e falar sobre sentimentos :(,0
Quero voltar :( https://t.co/wy8yttodi3,0
"@branquelasaa Tô vendo ainda, tô sem dinheiro :(",0
Ainda tem que viajar hoje.. pegar busao e o caramba.. desse jeito não :(,0
Que dolor de barriga :(,0
"Olá Maio, não me fodas :(:",0
Se eu nao o comvido para ir skatar ele nem pegava no skate  :(,0
@maariamsantos E acabar por n trazer nada pq e tudo demasiado caro :(,0
"@Fernand78034395 @birdiedraper_ Eu tbm querida :( esta tudo errado.
..",0
@Rosielen19 kkkkkkk nossaa :-(,0
O belenenses está bem entregue ao Rui Pedro Soares  :( https://t.co/21540vEzVx,0
@thronesg que foi? :(,0
"Credo, não pensei nisso :( agora estou com medo, vou chamar o meu Quaresma para me proteger https://t.co/y5vQPq1jxb",0
Meu estômago tá doendo :(,0
"@marcioandrec11 Hj não, a diversão foi só ontem :(",0
Meu último dia na Pipa :(,0
achava que ela não me afetava mais e tive a brilhante ideia de stalkear :(,0
#DiaDoTrabalhoEeu não tenho dinheiro pra comprar os livros que tão em promoção :(,0
no penta for me :(: https://t.co/08yMJ8Lh7w putem @YouTube,0
@Crazzinessss Acha dil hi torna tha. :(,0
vai ser tão legal lá :( por causa de frescura daqueles que dizem ser meus pais eu nn vou,0
Acordei com cólica e dor nas costas :(,0
Quero que a baby acorde :(,0
olha quanta promoção e eu aqui sem dinheiro :( https://t.co/ttoG37tHk0,0
@carolinaraujo99 Não estás bem hoje credo :(,0
@danniesousa7 :( já nem deixa desejar os parabéns as pessoas,0
Manooooooo quero meu carregador :(,0
"@felixss7 aff meu :(
se vc quiser conversar tamo aí",0
A minha prima não está em casa agora não vai poder ir ver eu a tomar banho :(,0
Minha tia esqueceu de passar aqui em casa :(,0
saudades do bodo :(,0
Acho que vai ser adm mesmo :( slaaaaaa,0
@nenecosta_02 @adrianamoura02 Ai bb lá por tu gostares de verão não quer dizer q eu n possa n gostar :(,0
bar :( : 3e5be9f7-745f-4928-a40d-465bcb3e1499,0
07:50 da manhã e eu acordando :(,0
socorro q trist eu n dormi nada :(,0
@Mayy_Diass eu Tava ficando mal pq a kk Tava mo mal :(,0
@Nitinha17Helena Lol eu não tive culpa!!! :(,0
"A Nina acordou me, pisou me a cara toda  :(",0
So queria chegar em casa e ver minha TV funcionando :(,0
Queria malhar mas cadê @SmartFitoficial aberta? :(,0
tão linda :( https://t.co/8NXb9xtVq9,0
Queria pegar o maluma :(,0
"@Danii_Costa69 desculpa :(, manda dm",0
@laura_pontes002 @BeatrizPiment15 vou vim fds pra ver vcs gnt!!! foi tudo rápido :(,0
tao lindas eu to triste :( https://t.co/paunZYNLm3,0
"Ai n, astro vai fazer cb na mesma época de twice :( esperança de 1st win já era",0
@xicoo3 Essa doeu :(,0
@solarisken O mana :(,0
@carolinaraujo99 Não recebi esse emoji de ricos :(,0
o sorriso :( https://t.co/BQMqbI5NIf,0
Queria receber msg tua :(,0
"@naopalooza Meus sentimentos a você :( a dor dá perda é sempre grande e infelizmente inevitável, mas uma hora a gente cria força pra seguir.",0
@JowSilva10 Ta loko kkk to bebada msmo :(,0
hoje começa a votação do bangtan mas amanhã começo a trabalhar então não vou poder ajudar muito :(,0
@tecnomacumba eu não vou :( gostava muito de voltar a vê-la foi mágico,0
"não tem hp na netflix, onde eu assisto? :(",0
bar :( : 5b923200-9c1a-4e84-8170-bebdc56cdcee,0
Necesito helado :(,0
"Odeio as enfermeiras da manhã, af :(",0
@laauvers hahahhaha me fizeram chorar :(,0
bar :( : db4df926-76a8-40bd-981e-de3688f24cd3,0
@lightsonmartha não :( ela já me deu o dia livre para ir a manchester,0
Estava querendo ir pra tokyo final do ano tbm mas okane nai :(,0
@zecaneto_ nops.. ainda sem celular :(,0
Acordei com dor :(,0
to com saudade do ismael :(,0
"Estou indo passear mas né sem 3g :(, adeus  mundo",0
Que vontade de comer um BK :(,0
Eu chorei tanto quando @anitta cantou proposta Em acústico :( è minha música fav :(,0
@renatasofia1893 claro! a minha baymax é que não vai ver comigo :(,0
PARK JIHYO EH O SER HUMANO MAIS ADORAVEL DO MUNDO :( ela tava dizendo q ama a australia e do nada disse q ama as me… https://t.co/QmJkmabv2o,0
porque e que o future mexe tnt com os meus feelings :(,0
"Sonhei com o Ian Curtis a noite inteira, meu. Acordei triste :(",0
dormi e esqueci de carregar o celular :(,0
@caetanobeca Não deu :(,0
